PREFERENCE,PROPERTY_TYPE,CITY,LOCALITY,TRANSACT_TYPE,OWNTYPE,BEDROOM_NUM,BATHROOM_NUM,BALCONY_NUM,FURNISH,FACING,AGE,FLOOR_NUM,TOTAL_FLOOR,MAX_PRICE,PRICE_SQFT,LISTING,AMENITIES
R,Residential Apartment,Gurgaon,Sector 65 Gurgaon,,0,3,3,4,4,5,1,2,2,44100,31,P,"5,17,23,24,6,19,102,103"
S,Residential Apartment,Gurgaon,Sector 85 Gurgaon,1,1,3,3,3,4,5,5,11,32,18000000,9841,P,"5,17,20,21,23,24,6,19,101,102,103"
S,Residential Apartment,Gurgaon,Sector 85 Gurgaon,1,1,2,2,1,4,5,5,7,32,12500000,96899,P,"5,17,20,21,23,24,6,19,101,102,103"
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,2,2,3,4,5,6,6,26,13500000,10007,P,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,40,41,42,25,26,31,33,12,3,101,102,103"
R,Residential Apartment,Gurgaon,Sector 108 Gurgaon,,0,3,3,4,4,5,1,10,14,58000,24,P,"5,17,20,21,23,24,6,19,101,102,103"
R,Residential Apartment,Gurgaon,Sector 109 Gurgaon,,0,3,4,3,4,5,1,11,19,32000,13,P,"5,17,20,21,23,24,6,19,101,102,103"
R,Residential Apartment,Gurgaon,Sector 113 Gurgaon ,,0,3,3,2,4,5,6,12,25,40000,18,P,"5,17,20,21,23,24,6,19,101,102,103"
S,Residential Apartment,Gurgaon,Sector 56 Gurgaon,1,1,3,3,4,4,5,3,5,8,16000000,7619,R,"5,17,20,21,23,24,6,19"
S,Residential Apartment,Gurgaon,Sector 81 Gurgaon,1,1,2,2,2,4,1,6,8,14,6300000,5142,P,"2,17,20,21,1,23,6,19,30,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 111 Gurgaon,1,1,3,4,3,4,5,1,12,21,25000000,11764,P,"5,17,20,21,23,24,6,19,101,102,103"
R,Residential Apartment,Gurgaon,Sector 106 Gurgaon,,0,4,4,4,4,5,6,8,24,36000,15,P,"17,20,21,23,24,6,19,101,102,103"
R,Independent/Builder Floor,Gurgaon,Sector 50 Gurgaon,,0,3,3,4,4,5,1,1,3,40000,165,P,"44,23,45,24,47,39,19,1,6,40,41,42,43,12,25,26,3,101,102,103"
R,Residential Apartment,Gurgaon,Sector 65 Gurgaon,,0,3,3,4,4,5,1,2,2,44500,31,P,"5,17,20,23,24,6,19,101,102,103"
S,Residential Apartment,Gurgaon,Sector 71 Gurgaon,1,1,2,2,2,4,6,3,1,14,8999999,9183,P,"32,17,5,8,20,21,23,45,24,46,47,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 71 Gurgaon,1,1,3,4,3,4,6,3,5,14,12800000,7103,P,"2,5,20,21,32,23,46,47,39,1,6,9,40,30,41,42,33,12,25,26,3,31,101,102,103"
R,Residential Apartment,Gurgaon,Sector 65 Gurgaon,,0,3,3,3,4,4,2,1,13,48000,34,P,"17,5,20,21,23,24,46,47,29,19,1,6,40,30,41,33,12,25,26,3,101,102,103"
S,Independent/Builder Floor,Gurgaon,Uppals Southend,1,1,4,5,2,4,1,6,2,4,42000000,100478,P,"5,32,21,44,45,24,46,47,19,6,9,40,41,42,43,12,25,3,101,102"
R,Residential Apartment,Gurgaon,Sector 50 Gurgaon,,0,2,2,1,1,5,2,7,13,42000,40,P,"2,5,20,21,44,23,45,29,1,6,9,40,30,41,43,33,12,25,26,3,31,101,102,103"
R,Residential Apartment,Gurgaon,Sector 49 Gurgaon,,0,3,4,4,4,2,3,4,14,60000,31,P,"17,5,20,21,23,45,24,47,29,1,6,9,40,30,41,43,33,12,25,26,3,31,101,102,103"
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,4,4,4,4,3,6,3,4,27500000,13924,R,"5,17,20,21,23,24,6,19"
S,Residential Apartment,Gurgaon,Sector 62 Gurgaon,1,1,3,4,4,4,3,5,3,32,44000000,17054,R,"5,17,20,21,23,24,6,19,101,103"
R,Residential Apartment,Gurgaon,Sector 56 Gurgaon,,0,3,3,2,4,1,2,7,9,45000,22,R,"5,17,20,21,23,24,6,19"
R,Residential Apartment,Gurgaon,Sector 63 Gurgaon,,0,4,5,4,4,3,2,7,19,65000,27,R,"51,72,02,12,32,46,19,100"
R,Residential Apartment,Gurgaon,Sector 86 Gurgaon,,0,3,3,1,4,1,1,11,19,38004,18,R,"20,21,23,1,6,29,19,30,12,3,101,102,103"
R,Residential Apartment,Gurgaon,Sector 49 Gurgaon,,0,4,5,4,1,5,2,5,14,70000,29,R,"2,20,21,1,23,6,19,9,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,3,3,4,4,3,2,6,16,29000000,11372,R,"17,20,21,1,23,24,6,19,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,3,3,4,4,3,2,7,14,21000000,11900,R,"2,20,21,1,23,6,9,33,12,3,26,101,102,103"
S,Residential Apartment,Gurgaon,Sector-33 Sohna,1,1,3,3,4,4,1,6,6,11,16400000,10314,R,"2,20,21,44,1,23,45,6,19,12,3,25,103"
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,1,1,0,4,2,2,8,17,14000000,16766,R,"2,5,20,21,23,45,46,29,1,6,9,30,33,12,25,26,3,31,103"
R,Residential Apartment,Gurgaon,Sector 86 Gurgaon,,0,3,3,1,4,5,1,10,19,38111,19,R,"17,2,8,20,21,23,28,29,19,1,6,30,42,43,12,3,101,102,103"
R,Residential Apartment,Gurgaon,Sector 86 Gurgaon,,0,3,3,4,4,4,1,10,19,38001,19,R,"17,5,8,20,21,23,28,29,19,1,6,40,30,43,33,12,26,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 90 Gurgaon,1,1,4,4,4,2,3,1,7,29,17500000,7855,R,"17,20,21,23,28,29,19,1,6,40,30,12,26,3,101,102"
S,Residential Apartment,Gurgaon,Sector 67A Gurgaon,1,1,2,3,3,2,5,1,4,15,15500000,10064,R,"10,32,17,2,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102"
S,Residential Apartment,Gurgaon,sector 58 Gurgaon,1,1,3,4,1,4,3,2,9,29,38500000,17791,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
R,Residential Apartment,Gurgaon,Sector 62 Gurgaon,,0,2,2,2,4,3,6,8,32,60000,39,R,"1,23,12,3,103"
S,Independent/Builder Floor,Gurgaon,Sector 61 Gurgaon,1,1,3,3,3,4,3,5,1,4,22000000,13496,R,"23,12,10,11,02,103"
S,Independent/Builder Floor,Gurgaon,Sector 63 Gurgaon,1,1,3,3,3,4,3,6,2,4,25000000,13661,R,"23,9,30,101,102,103"
S,Independent/Builder Floor,Gurgaon,Sector 63A Gurgaon,1,1,3,3,3,4,3,6,2,3,17900000,10981,R,"23,19,9,101,102,103"
S,Independent/Builder Floor,Gurgaon,Sector 63A Gurgaon,1,1,3,3,4,4,3,6,1,3,20000000,15936,R,"23,6,29,9,30,101,102,103"
R,Independent/Builder Floor,Gurgaon,Sector 57 Gurgaon,,0,2,2,2,4,3,6,1,4,45000,281,R,"5,45,24"
R,Residential Apartment,Gurgaon,Sector 67 Gurgaon,,0,3,3,3,4,7,1,5,10,75000,23,R,"10,32,17,5,20,21,23,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,33,12,3,101,102,103"
R,Residential Apartment,Gurgaon,Sector 62 Gurgaon,,0,2,3,2,4,5,6,15,32,60000,39,R,"32,17,5,8,20,21,44,23,45,24,46,47,29,30,39,1,6,9,40,41,42,25,26,31,12,3,101,102,103"
R,Residential Apartment,Gurgaon,Sector 60 Gurgaon,,0,4,5,3,4,6,2,20,39,90000,32,R,"32,10,17,5,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,40,41,42,43,25,26,31,12,3,101,102,103"
R,Residential Apartment,Gurgaon,sector 58 Gurgaon,,0,2,2,1,1,5,2,2,29,85000,49,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
R,Residential Apartment,Gurgaon,Sector 67 Gurgaon,,0,3,4,3,4,3,1,12,21,85000,31,R,"5,20,21,32,44,23,46,47,29,1,6,9,30,41,43,33,12,25,26,3,31,101,102,103"
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,3,4,4,2,6,6,20,42,47500000,19547,R,"21,10,28,29,19,1,6,9,30,33,12,25,3,101,102"
S,Residential Apartment,Gurgaon,sector 58 Gurgaon,1,1,3,4,2,4,5,1,10,29,42500000,23611,R,103
S,Residential Apartment,Gurgaon,Sector 59 Gurgaon,1,1,3,3,4,4,3,3,5,18,33000000,14102,R,"10,32,17,2,5,20,21,44,23,45,24,46,47,29,30,39,19,1,6,40,41,25,26,31,33,12,3,101,102,103"
R,Independent House/Villa,Gurgaon,Sector 66 Gurgaon,,0,5,4,4,4,1,1,,4,240000,571,R,"17,5,8,10,32,44,23,45,24,46,47,29,19,1,6,9,40,30,41,42,12,25,26,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 49 Gurgaon,1,1,3,4,3,4,1,3,G,17,32000000,14652,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,40,41,42,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 72 Gurgaon,1,1,5,5,4,4,1,2,11,11,100000000,15873,R,"32,10,17,2,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,9,40,41,42,25,26,31,33,12,3,101,102,103"
R,Residential Apartment,Gurgaon,Sector 86 Gurgaon,,0,3,3,1,1,3,1,16,19,40000,22,R,"10,32,17,5,8,20,21,44,23,45,24,47,28,29,30,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
R,Residential Apartment,Gurgaon,Gwal Pahari,,0,4,6,4,4,1,1,11,43,290000,48,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,9,40,41,42,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 66 Gurgaon,1,1,4,5,4,4,1,2,G,12,49000000,20331,R,"10,32,17,5,8,20,21,44,23,45,24,46,29,30,39,19,1,6,40,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 61 Gurgaon,1,1,2,3,2,4,1,2,5,32,16200000,11739,R,"10,32,17,2,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,9,40,41,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 47 Gurgaon,1,1,4,6,4,4,1,3,11,18,55000000,17600,R,"10,32,17,2,5,20,21,44,23,45,24,46,47,29,30,39,19,1,6,9,40,41,42,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 49 Gurgaon,1,1,4,4,4,4,1,3,8,17,38000000,12666,R,"32,10,17,2,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,40,41,42,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 81 Gurgaon,1,1,3,3,2,4,3,1,6,15,13500000,7541,R,"17,5,20,21,44,23,45,24,46,47,29,19,1,6,9,30,33,12,25,26,3,31,101,102,103"
S,Residential Apartment,Gurgaon,Sector 62 Gurgaon,1,1,4,5,4,4,1,1,20,27,77500000,17869,R,"32,10,17,5,20,21,44,23,45,24,46,47,29,30,39,19,1,6,40,41,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 91 Gurgaon,1,1,2,2,4,2,3,1,7,13,9500000,6766,R,"20,21,32,23,47,28,29,1,9,40,43,33,12,25,26,3,31,101,102"
S,Residential Apartment,Gurgaon,Sector 91 Gurgaon,1,1,3,3,4,2,3,1,7,13,15000000,8055,R,"20,21,10,32,23,47,28,29,1,9,40,30,41,43,33,12,25,26,3,31,101,102"
S,Residential Apartment,Gurgaon,Sector 91 Gurgaon,1,1,3,4,4,2,3,1,7,13,16000000,6896,R,"32,10,17,5,8,20,21,23,24,47,28,29,30,39,19,1,9,40,42,43,25,26,31,33,12,3,101,102"
S,Residential Apartment,Gurgaon,Sector 91 Gurgaon,1,1,4,4,4,2,3,1,7,13,18500000,6791,R,"10,32,17,5,8,20,21,23,24,46,47,28,29,30,19,1,6,9,40,43,25,26,31,33,12,3,101,102"
S,Residential Apartment,Gurgaon,Sector 81 Gurgaon,1,1,3,4,4,4,3,1,15,29,24500000,9210,R,"10,32,17,5,20,21,44,23,45,24,46,47,28,29,30,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 81 Gurgaon,1,1,4,4,4,4,3,1,17,29,34000000,9798,R,"10,17,5,20,21,44,23,45,24,46,47,28,29,30,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,3,3,4,4,1,1,35,42,52500000,17006,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,29,30,19,1,6,9,40,41,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,3,3,4,4,1,2,4,17,52000000,19124,R,"32,10,17,2,5,20,21,44,23,45,24,46,30,19,1,6,9,40,41,42,25,26,31,33,12,3,101,103"
R,Independent/Builder Floor,Gurgaon,Sushant Lok Phase 1,,0,4,4,2,4,5,6,1,4,100000,333,R,"2,12,46,25,103"
R,Independent/Builder Floor,Gurgaon,DLF Phase 1,,0,4,4,2,4,3,6,1,4,175000,325,R,"21,6,103"
S,Residential Apartment,Gurgaon,Sohna,1,1,2,2,2,2,5,1,7,13,3000000,4026,R,"51,72,02,12,32,46,19,100"
S,Independent/Builder Floor,Gurgaon,DLF Phase 4,1,1,4,4,3,4,5,6,3,4,53000000,147222,R,"5,32,23,24,6,29,19,25,26,103"
R,Residential Apartment,Gurgaon,DLF Phase 5,,0,3,3,2,4,3,2,10,19,60000,42,R,"2,5,20,21,1,23,6,9,33,12,3,26,103"
S,Independent House/Villa,Gurgaon,Sushant Lok Phase 1,1,1,5,5,3,4,3,2,,3,60000000,279069,R,"8,45,24,46,103"
R,Independent/Builder Floor,Gurgaon,Sector 43 Gurgaon,,0,1,1,1,1,5,6,1,4,35000,200,R,103
S,Independent/Builder Floor,Gurgaon,South City 1,1,1,3,3,2,4,5,6,1,4,31000000,112727,R,"21,24,25,103"
R,Independent/Builder Floor,Gurgaon,C Block Sushant Lok Phase 1,,0,4,4,2,4,5,6,3,4,125000,416,R,"21,103"
S,Independent/Builder Floor,Gurgaon,DLF Phase 4,1,1,3,3,2,4,0,6,4,4,39500000,146296,R,"21,24,6,19,25,103"
S,Residential Apartment,Gurgaon,Sohna,1,1,1,1,1,2,6,1,5,10,2300000,6497,R,"5,20,21,32,23,6,9,33,12,3,26"
S,Independent/Builder Floor,Gurgaon,Sector 26 Gurgaon,1,1,4,4,2,4,1,6,G,4,32500000,16250,R,"5,32,21,44,45,6,19,9,40,41,42,43,101,102,103"
S,Residential Apartment,Gurgaon,Sector 62 Gurgaon,1,1,2,2,2,4,5,6,5,32,21500000,14254,R,"17,5,20,21,32,10,44,23,24,47,29,19,1,6,40,41,30,42,43,33,12,26,3,31,101,102,103"
R,Independent House/Villa,Gurgaon,Sector 26 Gurgaon,,0,4,5,3,4,7,2,,2,275000,63,R,"8,44,45,46,47,39,6,9,40,41,42,43,12,3,101,102,103"
R,Independent/Builder Floor,Gurgaon,Sector 26 Gurgaon,,0,4,5,2,4,5,6,2,4,250000,60,R,"5,8,20,32,21,44,23,45,24,46,19,6,9,40,41,42,43,12,3,101,102,103"
S,Independent/Builder Floor,Gurgaon,Sector 26 Gurgaon,1,1,4,4,2,4,3,6,G,4,37000000,12982,R,"5,21,44,45,6,19,40,41,42,12,3,101,102,103"
S,Independent/Builder Floor,Gurgaon,Sector 51 Gurgaon,1,1,2,2,2,4,5,1,1,3,11000000,8396,P,"17,5,20,32,10,44,23,45,24,47,28,39,19,6,9,40,30,41,43,25,26,101,102"
R,Residential Apartment,Gurgaon,Nirvana Country,,0,3,4,3,4,5,2,6,18,68000,26,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
R,Residential Apartment,Gurgaon,Nirvana Country,,0,3,4,4,4,5,2,5,18,70000,27,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,3,3,3,4,1,2,7,14,20500000,11542,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Nirvana Country,1,1,4,4,4,4,1,2,6,18,39000000,13269,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Nirvana Country,1,1,3,3,3,4,1,2,7,18,30500000,11708,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Nirvana Country,1,1,3,3,4,4,1,2,6,18,24900000,12468,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Land,Gurgaon,Sector 73 Gurgaon,1,1,,0,,0,3,0,,4,104910000,195000,R,"5,23,24,26"
S,Residential Apartment,Gurgaon,Sector 56 Gurgaon,1,1,4,4,3,4,5,2,5,18,28500000,10458,R,"17,5,20,21,23,45,24,46,39,29,19,1,6,9,40,42,43,33,12,25,26,3,31,102,103"
S,Residential Apartment,Gurgaon,Sector 66 Gurgaon,1,1,3,4,4,4,5,2,9,17,35000000,15909,R,"17,5,20,21,32,44,23,45,24,47,29,19,1,6,9,40,30,41,43,33,12,26,3,31,101,102,103"
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,3,3,3,4,5,2,7,14,22000000,13750,R,"32,17,5,20,21,44,23,45,24,46,47,29,30,39,19,1,6,9,40,42,25,26,31,33,12,3,101,102,103"
S,Residential Land,Gurgaon,Sector 60 Gurgaon,1,1,,0,,0,7,0,,4,72500000,184722,R,"5,23,24,26"
S,Independent/Builder Floor,Gurgaon,Sector 49 Gurgaon,1,1,4,4,4,4,5,1,3,4,37000000,8222,R,"32,10,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,12,3,101,102,103"
R,Residential Apartment,Gurgaon,Sector 51 Gurgaon,,0,4,4,4,4,5,3,9,14,70000,25,R,"17,2,5,20,21,32,44,23,45,24,47,19,6,9,40,30,41,42,43,12,25,26,31,101,102,103"
S,Residential Apartment,Gurgaon,Sushant Lok Phase 1,1,1,2,2,3,4,1,3,5,9,13000000,9636,R,"17,5,8,20,21,44,23,45,24,46,47,39,19,6,9,40,25,26,3,31,101,102"
R,Residential Apartment,Gurgaon,Sector 43 Gurgaon,,0,3,3,4,1,5,2,13,13,65000,48,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,9,40,41,42,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 43 Gurgaon,1,1,2,2,2,4,5,2,5,13,11000000,11224,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,9,40,41,42,31,33,12,3,101,102"
R,Residential Apartment,Gurgaon,Sector 50 Gurgaon,,0,2,2,1,2,3,2,6,12,36000,34,R,"17,2,5,20,21,44,23,24,29,19,1,6,9,30,33,12,25,26,3,31,102"
R,Residential Apartment,Gurgaon,Sector 50 Gurgaon,,0,3,3,2,4,0,2,5,12,44000,31,R,"17,5,20,21,44,23,24,29,19,1,6,9,30,33,12,25,26,3,31,101,102"
S,Independent/Builder Floor,Gurgaon,Sohna Road,1,1,4,5,4,4,6,1,3,4,35100000,9236,R,"32,10,17,5,8,20,21,44,23,45,24,46,28,29,30,39,19,1,6,9,40,41,42,43,25,26,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 67 Gurgaon,1,1,3,3,3,4,1,2,14,14,25500000,19615,R,"17,5,20,21,44,23,24,46,29,19,1,6,9,40,41,42,33,12,25,26,3,31,102,103"
S,Residential Apartment,Gurgaon,Sector 103 Gurgaon,1,1,4,6,4,2,1,1,5,18,24000000,8347,R,"17,2,5,21,23,24,46,47,19,1,6,9,40,41,42,43,33,12,26,3,31"
S,Residential Apartment,Gurgaon,Sector 103 Gurgaon,1,1,2,2,3,2,1,1,3,18,12600000,8507,R,"17,2,5,21,23,24,47,19,1,6,9,40,41,42,43,33,12,26,3,102"
R,Independent/Builder Floor,Gurgaon,C Block Sushant Lok Phase 1,,0,3,3,2,1,5,6,1,4,90000,46,R,"17,8,20,32,10,21,44,23,45,24,46,47,39,19,6,9,40,26,101,102,103"
S,Residential Apartment,Gurgaon,Sector 103 Gurgaon,1,1,2,2,3,2,1,1,8,18,12500000,8440,R,"17,2,5,21,23,47,19,1,6,9,40,41,42,43,33,12,26,3,102"
S,Residential Apartment,Gurgaon,DLF Phase 5,1,1,4,4,2,4,5,3,5,16,26500000,15229,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,9,40,25,26,31,33,12,3,101,102"
S,Residential Apartment,Gurgaon,Sector 43 Gurgaon,1,1,4,4,4,4,4,3,2,10,23500000,9400,R,"5,17,20,21,23,24,6,19,101,102,103"
R,Residential Apartment,Gurgaon,Sector 43 Gurgaon,,0,,2,,1,3,3,G,14,38000,38,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,29,30,39,19,1,6,9,40,41,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 106 Gurgaon,1,1,2,2,3,2,5,1,8,24,10800000,7797,R,"17,5,21,23,24,47,19,1,6,9,40,41,42,43,33,12,26,3,103"
S,Residential Apartment,Gurgaon,Sector 106 Gurgaon,1,1,3,3,3,2,1,1,2,24,14500000,8708,R,"17,5,21,23,24,19,1,6,9,40,41,42,33,12,26,3,103"
R,Residential Apartment,Gurgaon,Sushant Lok Phase 1,,0,2,2,1,4,3,2,6,13,42000,32,R,"17,5,8,20,21,10,44,23,45,24,46,47,39,19,6,9,40,41,33,12,31,101,102"
R,Residential Apartment,Gurgaon,Sector 50 Gurgaon,,0,2,2,1,2,1,2,9,12,36000,35,R,"17,5,20,21,44,23,45,24,39,29,19,1,6,9,40,30,33,12,25,26,3,31,102"
S,Residential Apartment,Gurgaon,Sector 104 Gurgaon,1,1,3,4,4,4,4,1,4,29,27200000,11102,R,"17,5,21,23,24,47,19,1,6,9,40,30,41,42,43,33,12,3,103"
S,Residential Apartment,Gurgaon,Sector 107 Gurgaon,1,1,2,2,4,4,5,1,7,14,9200000,6734,R,"17,2,5,21,23,24,47,19,1,6,9,40,30,41,42,43,33,12,26,3,103"
S,Residential Apartment,Gurgaon,Sector 107 Gurgaon,1,1,2,2,4,4,5,1,8,14,11000000,7170,R,"17,2,5,21,23,24,47,19,1,6,9,40,30,41,42,43,33,12,26,3,103"
S,Residential Apartment,Gurgaon,Sector 107 Gurgaon,1,1,3,3,3,4,5,1,13,15,14700000,7565,R,"17,2,5,21,23,24,19,1,6,9,40,30,41,42,43,33,12,26,3,103"
S,Independent/Builder Floor,Gurgaon,Sector 65 Gurgaon,1,1,4,3,3,4,4,1,G,2,37000000,12333,R,"32,10,17,5,8,20,21,44,23,45,24,28,29,30,39,19,1,6,9,40,41,42,43,25,26,12,3,103"
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,3,4,3,4,5,1,12,24,21000000,11646,R,"17,5,20,21,23,24,29,19,1,6,9,40,30,41,33,12,26,3,101,103"
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,3,3,3,4,1,1,5,24,28000000,10777,R,"17,2,5,21,23,24,46,47,19,1,6,9,40,41,42,43,33,12,26,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,4,5,4,4,1,1,5,24,35000000,10944,R,"17,2,5,21,23,24,47,19,1,6,9,40,41,42,43,33,12,26,3,102,103"
S,Residential Apartment,Gurgaon,Sector 110 Gurgaon,1,1,4,5,3,4,1,1,4,15,37000000,10882,R,"17,5,20,21,23,24,46,47,19,1,6,9,40,41,42,43,33,12,26,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 104 Gurgaon,1,1,3,2,3,4,1,5,14,35,14999999,10669,R,"17,5,21,23,24,47,19,1,6,9,40,30,41,42,43,33,12,3,31,101,102,103"
R,Independent/Builder Floor,Gurgaon,C Block Sushant Lok Phase 1,,0,3,3,3,1,3,2,G,2,73000,37,R,"5,8,32,44,23,45,24,46,47,39,19,6,9,40,41,25,26,101,102,103"
R,Residential Apartment,Gurgaon,Sector 50 Gurgaon,,0,2,2,1,4,1,2,5,12,46000,44,R,"17,5,20,21,32,44,23,24,29,19,1,6,9,40,30,41,42,33,12,25,26,3,31"
S,Residential Apartment,Gurgaon,Sector 50 Gurgaon,1,1,4,4,4,4,4,2,11,13,24600000,11061,R,"17,2,5,20,21,32,44,23,24,29,19,1,6,9,40,30,41,42,33,12,25,26,3,31,101,103"
S,Independent/Builder Floor,Gurgaon,Sector 67 Gurgaon,1,1,4,4,2,4,3,1,3,4,21500000,7962,R,"32,10,17,5,8,20,21,44,23,45,24,46,47,28,30,19,1,6,9,40,41,42,43,25,26,12,3,101,102,103"
S,Independent/Builder Floor,Gurgaon,Sector 63 Gurgaon,1,1,3,4,2,4,5,1,1,4,20000000,8695,R,"32,17,5,8,20,21,44,23,45,24,46,47,28,30,19,1,6,9,40,41,42,43,25,26,12,3,101,102,103"
R,Independent/Builder Floor,Gurgaon,DLF Phase 5,,0,3,3,0,4,5,3,G,3,80000,51,R,"5,32,23,24,6,29,25,26,101,102,103"
R,Independent/Builder Floor,Gurgaon,C Block Sushant Lok Phase 1,,0,3,3,2,4,8,2,1,2,48000,24,R,"17,5,10,44,23,45,24,46,47,28,39,6,40,41,12,26,101,102"
R,Residential Apartment,Gurgaon,Sushant Lok Phase 1,,0,2,2,1,4,4,3,11,13,38000,30,R,"17,5,8,20,21,44,23,45,24,46,47,39,19,6,9,40,33,12,3,31,101,102"
S,Residential Apartment,Gurgaon,Sector 54 Gurgaon,1,1,4,4,2,4,5,3,9,18,70000000,22151,R,"17,5,20,21,32,23,24,46,47,29,19,1,6,9,40,41,42,43,33,12,25,26,3,31,101,102,103"
R,Independent/Builder Floor,Gurgaon,Sector 57 Gurgaon,,0,3,3,2,4,5,6,1,3,75000,33,R,"52,14,44,52,41,94,14,20,00,000"
S,Residential Land,Gurgaon,Sector 3 Gurgaon,1,1,,0,,0,3,0,,4,5975000,4425,P,"5,23,24,26"
S,Residential Apartment,Gurgaon,Sector 92 Gurgaon,1,1,2,2,1,4,3,1,6,12,3575000,3972,P,"2,5,20,21,47,39,1,6,33,12,25,26,3,101,102"
S,Residential Apartment,Gurgaon,Sector 95 Gurgaon,1,1,3,2,2,4,3,1,5,14,3975000,3967,P,"2,20,21,47,6,39,33,12,3,25,26,101,102"
