PREFERENCE,PROPERTY_TYPE,CITY,LOCALITY,TRANSACT_TYPE,OWNTYPE,BEDROOM_NUM,BATHROOM_NUM,BALCONY_NUM,FURNISH,FACING,AGE,FLOOR_NUM,TOTAL_FLOOR,MAX_PRICE,PRICE_SQFT,LISTING,AMENITIES
S,Residential Apartment,Gurgaon,Sector 70 Gurgaon,1,1,2,2,2,4,3,6,9,10,11800000,9076,R,"2,5,20,21,23,39,28,19,1,6,40,41,43,33,12,25,3,31,101,102"
S,Independent/Builder Floor,Gurgaon,Greenwood City,1,1,3,4,2,4,5,6,4,4,29000000,120833,R,"24,6,25,26,101,102,103"
S,Independent/Builder Floor,Gurgaon,Greenwood City,1,1,3,4,2,4,1,6,1,4,27500000,114583,R,"24,25,26,10,11,02,103"
S,Residential Apartment,Gurgaon,Sector 76 Gurgaon,1,1,3,3,3,1,3,5,22,36,27480795,12000,R,"10,32,17,5,8,20,44,23,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 62 Gurgaon,1,1,3,3,4,4,3,6,5,32,41500000,16030,R,"32,17,8,20,21,44,23,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,DLF Phase 2,1,1,3,3,1,4,5,2,5,14,19900000,13100,R,"10,32,17,2,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102"
S,Residential Apartment,Gurgaon,Sector 109 Gurgaon,1,1,3,4,3,2,4,2,5,27,20100000,9348,R,"10,32,17,2,5,8,20,21,44,23,45,24,30,39,19,1,6,9,40,42,43,25,26,31,33,12,3,101,102"
S,Independent/Builder Floor,Gurgaon,B Block Sushant Lok Phase 1,1,1,4,4,2,1,4,6,4,4,45000000,107655,R,"17,5,8,20,32,10,44,23,45,24,46,47,19,6,40,41,42,43,25,26,101,102,103"
S,Residential Apartment,Gurgaon,Sector 37D Gurgaon,1,1,3,3,3,4,1,6,7,22,11500000,6478,R,"5,17,20,21,23,6,101,102,103"
S,Independent House/Villa,Gurgaon,Sector 109 Gurgaon,1,1,5,7,4,4,0,1,,2,55000000,203703,R,"10,32,17,5,8,44,23,45,24,46,47,29,30,39,19,1,6,9,40,41,42,43,25,26,12,3,101,102,103"
S,Independent House/Villa,Gurgaon,Sector 109 Gurgaon,1,1,5,4,4,4,0,1,,2,68000000,113333,R,"10,32,17,5,8,44,23,45,24,46,47,29,30,39,19,1,6,9,40,41,42,43,25,26,12,3,101,102,103"
S,Independent House/Villa,Gurgaon,Sector 109 Gurgaon,1,1,5,8,4,4,0,1,,2,70000000,100000,R,"10,32,17,5,8,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,12,3,101,102,103"
S,Independent House/Villa,Gurgaon,Sector 109 Gurgaon,1,1,7,10,4,4,0,1,,2,125000000,250000,R,"10,32,17,5,8,44,23,45,24,46,47,30,39,19,1,6,9,40,41,42,43,25,26,12,3,101,102"
S,Residential Apartment,Gurgaon,Sector 70 Gurgaon,1,1,2,2,3,4,1,6,11,18,12000000,8888,R,"2,5,20,21,23,39,28,29,19,1,6,40,41,43,33,12,25,26,3,31,101,102,103"
S,Residential Apartment,Gurgaon,Sector 69 Gurgaon,1,1,4,5,4,2,1,2,6,12,25800000,10750,R,"2,5,20,21,23,46,28,29,19,1,6,40,41,43,12,25,26,3,101,102"
S,Residential Apartment,Gurgaon,Sector 69 Gurgaon,1,1,4,5,4,2,1,2,7,12,26000000,10833,R,"2,20,21,23,46,28,29,19,1,6,9,40,41,43,12,25,26,3,31,101,102"
S,Independent/Builder Floor,Gurgaon,Sector-33 Sohna,1,1,4,4,4,4,3,5,4,4,33000000,13750,R,"5,32,23,24,6,29,19,25,26,101,102,103"
S,Residential Apartment,Gurgaon,Sector 92 Gurgaon,1,1,2,2,2,2,1,5,2,4,8907250,7485,R,"17,5,20,21,32,10,44,23,45,24,19,1,6,9,40,30,41,43,12,26,3,101,102"
S,Residential Apartment,Gurgaon,Sector 92 Gurgaon,1,1,3,2,3,2,1,5,2,4,10333750,7216,R,"17,20,21,10,32,44,23,45,24,19,1,6,9,40,30,41,42,43,12,26,3,101,102"
S,Residential Apartment,Gurgaon,Sector-33 Sohna,1,1,3,3,4,4,5,5,15,22,18500000,9268,R,"5,17,20,21,23,24,6,19,101,102,103"
S,Residential Apartment,Gurgaon,Sector-33 Sohna,1,1,3,3,4,4,5,5,17,22,18650000,9343,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector-33 Sohna,1,1,3,3,4,4,5,5,15,24,18700000,9382,R,"21,6,101,102,103"
S,Residential Apartment,Gurgaon,Sector 70 Gurgaon,1,1,5,6,4,4,3,1,12,12,36000000,9350,R,"17,2,5,8,20,21,44,23,45,24,46,47,28,29,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102"
S,Residential Apartment,Gurgaon,Sector 69 Gurgaon,1,1,4,6,4,4,3,6,14,14,34000000,10773,R,"17,2,5,8,20,21,44,23,24,46,47,28,29,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102"
S,Residential Apartment,Gurgaon,Sector 67 Gurgaon,1,1,3,3,4,4,5,6,16,51,34000000,13945,R,"10,32,17,2,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 76 Gurgaon,1,1,3,3,3,4,3,5,14,32,33750000,13500,R,"17,5,21,32,44,23,45,24,46,47,19,1,6,9,40,41,42,33,12,25,26,3,31,101,102,103"
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,2,2,4,4,0,6,18,34,24256000,18658,R,"20,21,1,6,12,3,31,103"
S,Independent/Builder Floor,Gurgaon,Sector 76 Gurgaon,1,1,3,3,3,4,3,5,3,4,16500000,9868,R,"5,32,10,44,23,45,24,46,47,29,19,1,6,9,43,12,25,26,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 59 Gurgaon,1,1,3,4,3,4,3,6,8,30,47000000,15745,R,"17,5,20,21,44,23,45,24,46,47,29,19,1,6,33,12,25,26,3,31,101,102,103"
S,Residential Apartment,Gurgaon,Sector 59 Gurgaon,1,1,3,4,3,4,5,6,18,30,47500000,15912,R,"17,5,20,21,44,23,45,24,46,47,29,19,1,6,30,33,12,25,26,3,31,101,102,103"
S,Residential Apartment,Gurgaon,Sector 59 Gurgaon,1,1,3,4,3,4,5,6,21,30,48500000,16247,R,"17,5,20,21,44,23,45,24,46,47,29,19,1,6,33,12,25,26,3,31,101,102,103"
S,Residential Apartment,Gurgaon,Sector 99A Gurgaon,1,1,2,2,3,4,1,6,5,20,12800000,8258,R,"17,2,5,20,21,32,23,24,46,28,19,1,6,9,30,42,33,12,25,26,3,31,103"
S,Independent/Builder Floor,Gurgaon,Sushant Lok Phase 1,1,1,4,4,4,4,5,1,1,3,28000000,93333,R,"51,02,34,52,41,99,43,100"
S,Residential Apartment,Gurgaon,MG Road,1,1,4,4,4,4,5,5,5,14,73100000,27481,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,MG Road,1,1,3,4,4,4,5,5,8,14,62100000,23128,R,"10,32,17,2,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 63A Gurgaon,1,1,3,2,2,4,0,6,1,3,20500000,10406,R,"17,5,8,20,21,32,44,23,45,24,29,19,6,40,30,41,42,103"
S,Residential Apartment,Gurgaon,Sector 67 Gurgaon,1,1,3,4,3,4,5,1,24,51,35000000,14583,R,"17,5,20,21,44,23,45,24,46,47,28,29,30,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 70A Gurgaon,1,2,3,4,3,4,5,1,5,20,23000000,13529,R,"17,5,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 70A Gurgaon,1,2,2,2,3,4,5,1,10,20,16000000,11428,R,"17,5,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,DLF Phase 5,1,1,4,4,4,4,5,2,6,20,55000000,22916,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,3,4,3,4,0,1,24,42,49900000,40536,R,"5,17,20,21,23,1,24,6,19,12,3,103"
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,4,5,2,4,0,1,17,40,78900000,21068,R,"17,2,5,20,21,23,24,19,1,6,9,30,33,12,3,103"
S,Residential Apartment,Gurgaon,Sector 62 Gurgaon,1,1,3,4,3,4,0,6,16,32,41000000,19495,R,"5,17,20,21,1,23,24,6,19,12,3,103"
S,Residential Apartment,Gurgaon,Sector 107 Gurgaon,1,1,4,5,4,4,5,1,5,14,22500000,8128,R,"32,17,2,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 68 Gurgaon,1,1,3,3,3,4,0,6,17,20,16500000,10091,R,"17,5,20,21,23,24,29,19,1,6,9,40,33,12,26,3,101,102"
S,Residential Apartment,Gurgaon,Sector 107 Gurgaon,1,1,3,3,4,4,5,1,3,14,14000000,7205,R,"32,17,2,5,8,20,21,44,23,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 37D Gurgaon,1,1,3,3,3,4,1,6,10,22,11500000,6388,R,"5,17,20,21,23,6,19,101,102,103"
S,Residential Apartment,Gurgaon,Sector 54 Gurgaon,1,1,8,8,4,4,5,2,16,16,155000000,12916,R,"5,17,20,21,23,24,6,19,101,102,103"
S,Residential Apartment,Gurgaon,Sector 68 Gurgaon,1,1,3,3,3,4,0,6,18,20,15800000,9663,R,"5,17,20,21,23,1,24,6,29,19,33,12,101,102"
S,Residential Apartment,Gurgaon,Sector 113 Gurgaon ,1,1,3,4,3,2,1,6,8,25,31900000,20126,R,"20,21,32,23,24,46,28,19,1,6,30,33,12,25,26,3,31,102"
S,Residential Apartment,Gurgaon,Gwal Pahari,1,1,4,5,4,4,3,1,10,26,52500000,9051,R,"17,2,5,20,21,23,24,46,29,19,1,6,9,30,33,12,26,3,31,103"
S,Residential Apartment,Gurgaon,Sector 61 Gurgaon,1,1,4,5,3,1,3,2,1,16,35000000,12280,R,"17,2,5,20,21,23,24,46,29,19,1,6,30,33,12,3,31,103"
S,Residential Apartment,Gurgaon,Sector 30 Gurgaon,1,1,4,5,3,4,5,3,13,18,70000000,16317,R,"17,2,5,20,21,23,24,46,29,19,1,6,30,33,12,3,31,103"
S,Residential Apartment,Gurgaon,Sector 30 Gurgaon,1,1,4,5,3,4,7,3,9,19,41000000,14385,R,"17,20,21,23,24,46,29,19,1,6,30,33,12,26,31,103"
S,Residential Apartment,Gurgaon,Sector 30 Gurgaon,1,1,3,4,3,1,5,3,6,19,32000000,13617,R,"17,20,21,23,24,46,29,19,1,6,30,33,12,26,31,103"
S,Independent House/Villa,Gurgaon,Sector 54 Gurgaon,1,1,5,7,4,4,7,2,,3,230000000,638888,R,"5,8,23,24,46,29,19,1,6,30,12,25,26,3,103"
S,Residential Apartment,Gurgaon,Sector 54 Gurgaon,1,1,5,7,4,4,3,2,10,17,115000000,25081,R,"17,2,5,20,21,23,24,46,29,19,1,6,30,33,12,26,3,31,103"
S,Residential Apartment,Gurgaon,DLF Phase 3,1,1,3,4,3,4,3,3,2,12,44000000,13538,R,"17,20,21,23,24,46,29,19,1,6,9,30,33,12,26,3,31,103"
S,Residential Apartment,Gurgaon,DLF Phase 3,1,1,3,4,3,4,5,3,7,12,37500000,14044,R,"17,20,21,23,24,46,29,19,1,6,9,30,33,12,26,3,31,103"
S,Independent/Builder Floor,Gurgaon,Sector 63A Gurgaon,1,1,3,3,3,4,3,5,1,4,21000000,16867,R,"32,10,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 61 Gurgaon,1,1,2,3,2,4,3,5,1,4,18000000,18947,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 107 Gurgaon,1,1,2,2,4,4,5,1,G,14,8500000,6222,R,"32,17,2,5,8,20,21,44,23,45,24,46,47,28,30,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Independent/Builder Floor,Gurgaon,Sector 67A Gurgaon,1,1,4,4,4,4,1,6,1,4,19500000,8125,R,"32,10,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,12,3,101,102,103"
S,Independent/Builder Floor,Gurgaon,Sector 89 Gurgaon,1,1,3,3,2,4,5,5,3,4,12000000,8432,R,"32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,19,1,6,9,40,43,25,26,12,3,101,102"
S,Residential Apartment,Gurgaon,Sector 83 Gurgaon,1,1,3,3,3,4,1,6,1,12,7600000,5671,R,"1,72,12,32,46,19,102"
S,Residential Apartment,Gurgaon,DLF Phase 1,1,1,4,4,3,4,1,3,7,18,25000000,11111,R,"17,2,5,20,21,23,24,29,19,1,6,9,30,33,12,26,3,31,103"
S,Residential Apartment,Gurgaon,Sector 54 Gurgaon,1,1,3,4,3,4,5,1,5,36,95000000,35185,R,"17,2,5,20,21,23,24,46,29,19,1,6,30,33,12,26,3,31,103"
S,Residential Apartment,Gurgaon,Sector 54 Gurgaon,1,1,4,4,3,4,3,1,30,36,110000000,35483,R,"17,2,5,20,21,23,24,46,29,19,1,6,30,33,12,26,3,31,103"
S,Residential Apartment,Gurgaon,Sector 54 Gurgaon,1,1,4,6,3,4,1,1,12,36,132500000,37857,R,"17,5,20,21,23,24,46,29,19,1,6,30,33,12,26,3,31,103"
S,Residential Apartment,Gurgaon,Sector 53 Gurgaon,1,1,3,5,2,4,2,2,3,18,51000000,20816,R,"17,2,5,20,21,23,24,46,29,19,1,6,9,30,33,12,26,3,31,103"
S,Residential Apartment,Gurgaon,Sector 53 Gurgaon,1,1,4,5,3,4,5,2,5,18,65000000,20900,R,"17,2,5,20,21,23,24,46,29,19,1,6,9,30,33,12,26,3,31,103"
S,Residential Apartment,Gurgaon,Sector 53 Gurgaon,1,1,5,6,4,4,3,2,G,18,80000000,20382,R,"17,2,5,20,21,23,24,46,29,19,1,6,9,30,33,12,26,3,31,103"
S,Residential Apartment,Gurgaon,Sector 63 Gurgaon,1,1,3,3,2,4,0,6,2,4,24300000,13500,R,"2,17,21,23,24,6,19,12,3,103"
S,Residential Apartment,Gurgaon,Sector 53 Gurgaon,1,1,3,4,3,4,4,2,5,18,50000000,17271,R,"17,20,21,23,24,46,47,29,19,1,6,30,33,12,26,3,31,103"
S,Residential Apartment,Gurgaon,Sector 53 Gurgaon,1,1,4,6,4,4,3,2,9,18,70000000,20648,R,"17,20,21,23,24,46,47,29,19,1,6,30,33,12,26,3,31,103"
S,Residential Apartment,Gurgaon,Sector 53 Gurgaon,1,1,5,6,4,4,5,2,13,18,100000000,20618,R,"17,20,21,23,24,46,47,29,19,1,6,30,33,12,26,3,31,103"
S,Residential Apartment,Gurgaon,DLF Phase 2,1,1,4,5,3,4,5,3,9,12,51000000,17000,R,"17,2,5,20,21,23,24,46,29,19,1,6,9,30,33,12,26,3,31,103"
S,Residential Apartment,Gurgaon,Heritage City,1,1,4,5,3,4,5,3,10,15,60000000,15384,R,"17,5,20,21,23,24,29,19,1,6,30,33,12,103"
S,Residential Apartment,Gurgaon,Heritage City,1,1,4,4,3,4,3,3,10,15,48000000,14769,R,"17,5,20,21,23,24,29,19,1,6,30,33,12,103"
S,Residential Apartment,Gurgaon,Heritage City,1,1,4,4,3,4,1,3,3,15,37500000,14705,R,"17,5,20,21,23,24,29,19,1,6,30,33,12,103"
S,Residential Apartment,Gurgaon,Sector 113 Gurgaon ,1,1,2,2,2,4,1,6,12,25,15000000,11755,R,"10,32,17,2,5,20,21,44,23,24,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Heritage City,1,1,3,4,3,4,4,3,5,15,31000000,15816,R,"17,5,20,21,23,24,29,19,1,6,30,33,12,103"
S,Residential Apartment,Gurgaon,Heritage City,1,1,3,3,2,4,4,3,2,15,24000000,14545,R,"17,5,20,21,23,24,29,19,1,6,30,33,12,103"
S,Residential Apartment,Gurgaon,Heritage City,1,1,2,3,2,4,4,3,6,15,21000000,16800,R,"17,5,20,21,23,24,29,19,1,6,30,33,12,103"
S,Residential Apartment,Gurgaon,Sector 113 Gurgaon ,1,1,3,3,4,4,5,5,12,29,20000000,10810,R,"10,32,17,5,20,21,44,23,24,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 113 Gurgaon ,1,1,2,2,3,4,1,5,14,29,15000000,10893,R,"32,10,17,5,20,21,44,23,24,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 113 Gurgaon ,1,1,2,2,4,4,3,5,11,36,14000000,10687,R,"10,32,17,5,8,20,21,44,23,24,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 61 Gurgaon,1,1,3,3,4,2,5,5,2,4,22500000,14525,R,"10,32,17,5,8,20,21,44,23,45,24,46,28,30,39,19,1,6,40,41,43,26,31,33,12,3,101,102"
S,Residential Apartment,Gurgaon,Sector 113 Gurgaon ,1,1,3,3,4,4,5,5,16,36,22000000,12941,R,"10,32,17,5,20,21,44,23,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 68 Gurgaon,1,1,2,2,3,4,0,6,13,20,12500000,9842,R,"5,17,20,21,23,1,24,6,29,19,12"
S,Residential Apartment,Gurgaon,Sector 68 Gurgaon,1,1,3,3,3,4,0,6,18,20,16000000,9785,R,"17,5,20,21,44,23,24,29,19,1,6,33,12"
S,Residential Apartment,Gurgaon,Sector 81 Gurgaon,1,1,4,4,2,4,3,1,5,29,36500000,12708,R,"5,17,20,21,23,24,6,19,101,102,103"
S,Residential Apartment,Gurgaon,Sector 59 Gurgaon,1,1,3,4,3,4,3,1,9,30,58500000,19338,R,"5,17,20,21,23,24,6,19,101,102,103"
S,Independent/Builder Floor,Gurgaon,Sector 79 Gurgaon,1,1,3,3,2,4,3,5,1,4,14500000,12083,R,"17,5,8,20,21,44,23,45,24,47,29,19,1,6,9,40,42,43,12,25,26,3,101,102,103"
S,Residential Apartment,Gurgaon,sector 58 Gurgaon,1,1,4,5,4,4,3,1,23,29,55000000,19203,R,"5,17,20,21,23,24,6,19,101,102,103"
S,Residential Apartment,Gurgaon,sector 58 Gurgaon,1,1,3,4,1,4,3,1,16,29,38000000,17625,R,"5,17,20,21,23,24,6,19,101,102,103"
S,Residential Apartment,Gurgaon,Sector 60 Gurgaon,1,1,4,5,3,4,3,1,27,39,45000000,16071,R,"5,17,20,21,23,24,6,19,101,102,103"
S,Residential Apartment,Gurgaon,Sector 60 Gurgaon,1,1,3,4,2,4,3,1,8,12,34500000,14465,R,"5,17,20,21,23,24,6,19,101,102,103"
S,Residential Apartment,Gurgaon,Sector 60 Gurgaon,1,1,2,2,2,4,3,1,5,12,21500000,15750,R,"5,17,20,21,23,24,6,19,101,102,103"
S,Residential Apartment,Gurgaon,Sector 60 Gurgaon,1,1,3,4,4,4,5,1,6,39,31000000,12997,R,"10,32,17,2,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102"
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,3,4,4,4,3,1,29,42,47500000,19547,R,"5,17,20,21,23,24,6,19,101,102,103"
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,3,3,3,4,3,1,5,21,88500000,22069,R,"5,17,20,21,23,24,6,19,101,102,103"
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,3,3,3,4,3,1,16,40,59000000,18193,R,"5,17,20,21,23,24,6,19,101,102,103"
S,Residential Apartment,Gurgaon,Sector 66 Gurgaon,1,1,4,4,3,4,3,1,7,17,65000000,17333,R,"5,17,20,21,23,24,6,19,101,102,103"
S,Residential Apartment,Gurgaon,Sector 66 Gurgaon,1,1,3,3,2,4,3,1,12,17,32500000,16666,R,"5,17,20,21,23,24,6,19,101,102,103"
S,Residential Apartment,Gurgaon,Sector 85 Gurgaon,1,1,4,4,3,4,1,1,22,26,25000000,7621,R,"2,20,21,44,23,46,1,6,9,30,33,12,26,3,103"
S,Residential Apartment,Gurgaon,Sector 62 Gurgaon,1,1,2,2,2,4,3,6,17,32,24500000,16246,R,"5,17,20,23,24,6,19,101,102,103"
S,Residential Apartment,Gurgaon,Sector 62 Gurgaon,1,1,3,3,3,4,3,6,30,32,43000000,16615,R,"5,17,20,21,23,24,6,19,101,102,103"
S,Independent/Builder Floor,Gurgaon,Sector 57 Gurgaon,1,1,3,3,2,4,3,6,2,4,25000000,83333,R,"5,20,32,21,45,24,47,19,9,40,30,41,42,43,25,102,103"
S,Independent/Builder Floor,Gurgaon,Sector 57 Gurgaon,1,1,4,4,2,4,3,6,3,4,24500000,71637,R,"5,20,32,21,45,24,47,19,6,9,40,30,41,42,43,25,26,102,103"
S,Independent House/Villa,Gurgaon,Sector 66 Gurgaon,1,1,5,6,2,4,1,1,,2,187500000,375000,R,"8,44,23,45,24,46,29,19,1,6,9,30,43,12,25,3,103"
S,Independent House/Villa,Gurgaon,Sector 66 Gurgaon,1,1,5,4,4,4,1,1,,2,190000000,380000,R,"8,44,23,46,29,19,1,6,9,40,30,41,42,43,12,26,3,103"
S,Residential Apartment,Gurgaon,Sector 67 Gurgaon,1,1,4,4,3,4,5,1,26,32,52000000,16487,R,"5,17,20,21,23,24,6,19,101,102,103"
S,Residential Apartment,Gurgaon,Sector 67 Gurgaon,1,1,3,3,2,4,3,1,4,21,31000000,15144,R,"5,17,20,21,23,24,6,19,101,102,103"
S,Residential Apartment,Gurgaon,Sector 31 Gurgaon,1,1,4,6,4,4,5,2,8,18,50000000,16989,R,"10,32,17,2,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102"
S,Residential Apartment,Gurgaon,Sector 67 Gurgaon,1,1,3,4,3,4,3,1,12,21,35000000,14583,R,"5,17,20,21,23,24,6,19,101,102,103"
S,Residential Apartment,Gurgaon,Sector-33 Sohna,1,1,2,2,3,4,5,5,12,22,11000000,11055,R,"5,17,20,21,23,24,6,19,101,102,103"
S,Residential Apartment,Gurgaon,Sector 81 Gurgaon,1,1,4,4,3,4,1,1,5,29,33000000,10086,R,"20,21,44,23,46,29,1,6,9,30,33,12,26,3,31"
S,Independent/Builder Floor,Gurgaon,Sector-33 Sohna,1,1,4,4,4,4,3,5,2,4,36000000,15000,R,"5,32,23,24,6,29,19,25,26,101,103"
S,Residential Apartment,Gurgaon,Sector 83 Gurgaon,1,1,3,3,3,2,1,1,14,15,12500000,7122,R,"17,2,20,21,32,23,24,28,19,1,6,30,33,12,25,26,3,31"
S,Residential Apartment,Gurgaon,Sector 63 Gurgaon,1,1,3,4,4,4,3,5,1,4,28000000,12727,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Independent/Builder Floor,Gurgaon,Sector 63 Gurgaon,1,1,5,6,4,4,3,6,1,4,52000000,98113,R,"17,5,20,32,21,44,23,45,24,47,28,29,19,6,9,40,30,41,42,43,25,26,101,102,103"
S,Independent/Builder Floor,Gurgaon,Sector 63A Gurgaon,1,1,3,3,3,4,4,5,1,4,18500000,12585,R,"32,10,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,12,3,101,102,103"
S,Independent/Builder Floor,Gurgaon,Sushant Lok Phase 1,1,1,4,4,2,4,4,1,3,4,27500000,91666,R,"5,10,21,44,45,24,46,47,00,00,00,00,00,00,00,00,00,00,000"
S,Residential Apartment,Gurgaon,Sector 72 Gurgaon,1,1,3,4,4,4,3,1,8,40,37800000,14823,R,"17,2,5,20,21,44,23,45,24,46,47,29,19,1,6,33,12,25,26,3,31,101,102,103"
S,Residential Apartment,Gurgaon,Sector 72 Gurgaon,1,1,3,4,4,4,3,1,18,40,35000000,13725,R,"17,2,5,20,21,44,23,45,24,46,47,29,19,1,6,30,33,12,25,26,3,31,101,102,103"
S,Residential Apartment,Gurgaon,Sector 61 Gurgaon,1,1,2,2,3,4,5,5,2,4,14030000,12200,R,"10,32,17,2,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 61 Gurgaon,1,1,3,3,4,4,3,5,2,4,19886000,12200,R,"17,2,5,20,21,23,24,46,47,28,19,1,6,43,12,25,26,3,31,101,102,103"
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,2,2,3,4,3,5,22,47,15132000,12000,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,Sector 37D Gurgaon,1,1,2,2,3,2,1,1,11,19,8200000,5942,R,"17,20,21,23,6,19,101,102"
S,Residential Apartment,Gurgaon,Sector 62 Gurgaon,1,1,2,2,2,4,1,6,30,32,24000000,14254,R,"21,44,23,1,24,46,29,19,12,3,31,103"
S,Residential Apartment,Gurgaon,Sector 42 Gurgaon,1,1,4,4,4,1,5,2,20,24,320000000,58181,R,"10,32,17,5,8,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103"
S,Residential Apartment,Gurgaon,DLF Phase 5,1,1,4,5,3,4,5,2,14,18,52500000,20114,R,"17,20,21,23,24,46,29,19,1,6,9,30,33,12,26,3,31,103"
S,Residential Apartment,Gurgaon,DLF Phase 5,1,1,4,6,3,4,5,2,6,19,82500000,20625,R,"17,5,20,21,23,24,46,29,19,1,6,30,33,12,3,31,103"
S,Residential Apartment,Gurgaon,Sector 92 Gurgaon,1,1,3,3,3,4,1,1,20,20,18000000,9022,R,"17,21,23,6,19,101,102,103"
S,Residential Apartment,Gurgaon,Sector 54 Gurgaon,1,1,4,5,3,4,1,2,17,30,102500000,24404,R,"17,20,21,23,24,46,29,19,1,6,30,33,12,26,3,31,103"
S,Residential Apartment,Gurgaon,Sector 54 Gurgaon,1,1,4,5,3,4,3,2,17,30,70000000,23333,R,"17,20,21,23,24,46,29,19,1,6,30,33,12,26,3,31,103"
